offerId,优化前,第二轮前,当前,状态,原因,名称
jz-2nf96y-3798902520,48,65,75,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Открывалка для бутылок в форме баскетбольной площадки
jz-93mo1m-5001837159,48,48,48,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-93mo1m-5023243114,48,75,75,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Микроскоп лупа детский карманный электронный с подсветкой для школьных опытов
jz-93mo1m-5023414001,48,75,65,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Детский цифровой микроскоп лупа карманный портативный с подсветкой 5023414001
jz-93mo1m-5023452799,48,75,75,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Портативный цифровой микроскоп с увеличением 1000x  карманный  желтый
jz-fq6fzb-3761980623,48,74,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Электробритва мужская сеточная cxz157  6 бреющих головок  USB  синий
jz-mn9jc2-3372111782,48,71,71,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Волчок Инфинити Надо Трайб Классик Thunder Shadow Hunter фиолетовый
jz-mn9jc2-4280068659,48,78,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Шпионские очки ночного видения для детей  игрушка для секретных миссий
LZ-00mkoz-2992061228,48,48,48,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,3 прозрачных мешка для хранения пряжи  органайзер с ручками
LZ-o5ajbj-5303279152,48,77,77,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Полка MIXPOT на рейлинг прямая 28х11х4 см  2 шт.
SF2608248fhz-3980709074,48,68,69,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Плюшевая игрушка бегущая красная панда черно-белый 45 см
YCXP-l342yy-2992061228,48,48,48,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Прозрачный мешок для хранения пряжи  органайзер  3 шт.
2926949736-nJ5T,49,66,66,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тюбинг надувной круглый 90 см  ПВХ  светло-синий  для детей
3068578765-nBcq,49,73,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ручка шариковая MUJI minipen  синие чернила  толщина линии 0.5 мм
GYS-fq6f2z-2491004374,49,71,71,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Бластер лазертаг детское игрушечное оружие синий с мишенью
GYS-pun1uz-4189396833,49,68,72,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Бигуди мягкие сатиновые  диаметр 30 мм  1 шт.  черные
jz-260803a2lr-1468004652,49,49,49,ACTUAL,MAIN|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-2nf96y-4227173297,49,70,70,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Садовая фигурка бронзового цвета для газона 50x123 см
jz-43c4a1-4374135971,49,64,69,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Наволочка из бархата 45x45 см с вышивкой  темно-зеленый
jz-79kd0n-4196907292,49,68,72,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма декоративная акриловая "Ромашка" многоцветная 1 м
jz-tar3ab-4328903874,49,70,76,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Поильник детский с дизайном «Автобус»  500 мл  голубой
jz-wfvstx-3024336977,49,77,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Салфетки для влажной уборки для робота-пылесоса Midea V15 Pro  6 шт.
jz-wfvstx-4342582697,49,67,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешок-пылесборник 8 шт для робота-пылесоса Midea V15
jz-wfvstx-5455283089,49,78,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Комплект аксессуаров для робота-пылесоса Roborock Qrevo Edge 2/2Pro  5 шт
jz-wfvstx-5646262870,49,75,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Комплект мешков для пыли PDB 5002 для роботов-пылесосов Polaris  3 шт.
LZ-5wxmmp-4386949796,49,75,75,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ящик для хранения аксессуаров 24 7 x 13 x 4 см  бирюзовый  пластик
LZ-o5ajbj-5110638746,49,75,75,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Конструктор пластиковый «Кролик Джуди и лис Ник»  11000 деталей  36 см
LZ-qtsoul-4738816474,49,79,79,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Карбюратор двухтопливный газ-бензин для двигателей 182F  188F  190F  192F  GX-390/GX-420
LZ01-3490120309,49,67,67,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка Bee Swarm Simulator  животная форма  чёрная  14 см
manlmst3xzxjyvwtrwtj,49,78,74,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ручка шариковая MUJI Mini Pen  толщина линии 0.5 мм  розово-красная
SF2608248fhz-3032389096,49,79,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_LENGTH,Интерактивная мягкая игрушка "Бегущий теленок"  плюш  45 см  кремовый
WUYIN-CHENG,49,70,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ручка шариковая MUJI minipen  0.5 мм  оранжевый корпус  длина 168 мм
WUYIN-FEN,49,73,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Шариковая ручка MUJI minipen  0.5 мм  розовый корпус  длина 168 мм
WUYIN-QING,49,73,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ручка шариковая MUJI minipen  0.5 мм  бирюзовый корпус  зелёные чернила
WUYIN-SHENLAN,49,57,63,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Ручка шариковая MUJI minipen  0.5 мм  тёмно-синий  1 шт
WUYIN-SHENLV,49,68,74,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Шариковая ручка MUJI minipen  0.5 мм  зеленый корпус
WUYIN-ZHONG,49,73,69,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,MUJI Набор ручек шариковая  толщина линии 0.5 мм  коричневые чернила  0.7 мм
3077126256-VcEW,50,73,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Лампа для маникюра LED/UV 54 Вт розовая с сенсорным включением и дисплеем
3170066140-FR1M,50,62,69,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Картридж для перьевой ручки  черный  3 4 мм  100 шт.
GYS-2645129103,50,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Озонатор JnEsFnFn настольный для помещений  белый
GYS-8jlgyl-5128539532,50,72,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Жидкая резина в виде геля  180 мл  3 штуки  черная
GYS-pun1uz-4423652933,50,70,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фотоэпилятор Lumari для всего тела  600-1200 нм  белый
GYS-vhijp3-4374950913,50,76,76,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Чайная пара 100 мл набор 6 шт. керамика жёлтый
GYS26091052hw-3517237658,50,71,71,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Кронштейн для кашпо Собака 300х200 мм  черный матовый
jz-1dahrv-3965431701,50,67,76,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Аксессуар для робота-пылесоса Xiaomi Mijia Robot Vacuum M40 (D110CN)  фильтр HEPA и боковые щётки  8 шт.
jz-260622urze-4717121614,50,70,70,UPDATING,MAIN|ADDITIONAL|FILTERABLE|FIRST_PICTURE_SIZE|FIRST_VIDEO_SIZE|AVERAGE_VIDEO_SIZE,Винтажная сумка в минималистичном стиле с плечевым ремнем  коричневая
jz-260816bapr-2138465258,50,74,79,ACTUAL,ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Салфетки для влажной уборки робота-пылесоса Roborock Q Revo Curv / Q Revo Edge  24 шт
jz-260818uib8-5437511142,50,76,76,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|AVERAGE_VIDEO_SIZE,Подушка автомобильная на подголовник  1 шт.
jz-43c4a1-3852712423,50,79,75,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тактический городской рюкзак военно-зеленый  48х14х10 см  для девочек
jz-43c4a1-4528326193,50,50,50,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-wfvstx-3072970919,50,69,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Аксессуар для робота-пылесоса Xiaomi Mijia M30S D103CN  фильтр и мешки для пыли  9 шт
jz-wfvstx-3255386961,50,78,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешки-пылесборники для робота-пылесоса Midea VCR V15 Pro Ultra  8 шт.
jz-wfvstx-3654907957,50,50,50,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,
jz-wfvstx-3654946834,50,70,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Одноразовые мешки для пыли Roborock  20 шт.
jz-wfvstx-5706048847,50,74,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фильтр HEPA для робота-пылесоса Xiaomi Robot Vacuum M30S (D103CN)  10 шт.
LZ-00mkoz-2371766204,50,50,50,UPDATING,FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пенал-косметичка для девочки фиолетовый  оксфорд 210  прямоугольный  2 отделения
LZ-00mkoz-3506737282,50,50,50,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игрушка для собак плюшевая серая 50 см с пищалкой для снятия стресса
LZ01-3294539199,50,59,70,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Датчик давления воздуха для Zotye T600
manl73d0b888uk031ty7,50,79,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Косметическое зеркало с гравировкой имени  персональный подарок маме на День матери
YCXP-l342yy-2371766204,50,50,50,UPDATING,FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пенал-косметичка для девочки Oxford 210 фиолетовый  2 отделения
YCXP-l342yy-3506737282,50,50,50,UPDATING,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Игрушка для собак плюшевая серая 50 см для снятия стресса
zm-ahhnb4-5272186384,50,72,72,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фильтр HEPA для робота-пылесоса Xiaomi  Mijia  Viomi  2 шт
3021260148-7hmv,51,72,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Терморегулятор Thermex Octagon Wi-Fi с гигрометром и датчиком освещённости
GYS-8jlgyl-3541358371,51,74,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,LED маска для лица с миостимуляцией  9 режимов  белая
GYS-fq6f2z-4424388728,51,51,51,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Кожаный пенал-футляр CF9111  натуральная кожа  одно отделение
GYS2608211lve-5509560114,51,76,76,ACTUAL,ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Оплетка на руль 39 см  экокожа  цвет хаки  1 шт.
GYS2608211lve-5509560591,51,74,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Оплетка на руль из экокожи  диаметр 39 см  черная  1 шт
jz-1dahrv-4516270651,51,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фильтр HEPA для робота-пылесоса Midea V15  6 шт.
jz-260624fwg3-4736592704,51,61,69,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Пряжа кид мохер для ручного вязания  4 мотка  белый  260 м
jz-260803cn42-5219379347,51,66,76,ACTUAL,ADDITIONAL|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Заколка для волос бархатная с бантиком 200 шт.  черный муар
jz-260803cn42-5219379351,51,66,76,ACTUAL,ADDITIONAL|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Заколка для волос белая с бантом и звёздами  вечерний стиль
jz-33hanu-3372277031,51,74,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Волчок для баттла с пускателем Fiery Blast Wheel  бежевый и коричневый
jz-63ha0a-2990555919,51,51,51,UPDATING,MAIN|ADDITIONAL|FILTERABLE|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Интерактивный тренажер для бокса с датчиком касаний  музыкальный
jz-79kd0n-3004488665,51,70,74,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма «Ромашка» акриловая розовая 3 м
jz-79kd0n-4196840636,51,74,78,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма «Ромашка» разноцветная с цветочным мотивом  1 м  ширина 2 5 см
jz-79kd0n-4197089246,51,70,74,ACTUAL,ADDITIONAL|FILTERABLE|PICTURE_COUNT|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тесьма декоративная «Ромашка» акриловая многоцветная 1 м
jz-mn9jc2-4882873805,51,69,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Лук со стрелами на присосках с мишенью и подсветкой  10 стрел  синий
jz-tar3ab-4272365909,51,70,75,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Поильник детский BZ001  300 мл  светло-синий  с 6 месяцев
jz-wfvstx-3482246636,51,77,78,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мешок-пылесборник для робота-пылесоса 360 S8 / R2 Plus  6 шт.
LZ-00mkoz-3119072834,51,51,51,UPDATING,MAIN|FILTERABLE|FIRST_PICTURE_SIZE|TITLE_LENGTH|DESCRIPTION_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Нарукавники садовые защитные 40 см  лён  серый  2 шт
LZ-o5ajbj-5091961052,51,70,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Радиоуправляемый дельфин 35 см  серый металлик
LZ01-3447837791,51,79,79,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Фигурка Цукисимы Кэя из аниме Haikyuu  коллекционная статуэтка 18 см
SF2608248fhz-3732513153,51,67,74,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_LENGTH,Мягкая игрушка Зайка розовый 25 см искусственная шерсть
2723486462-UQQw,52,73,74,ACTUAL,ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Панель для хранения торцевых головок TT-80  80 шт.  синий
GYS-8jlgyl-3212276089,52,65,65,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Проектор на лобовое стекло A8  5 Вт  USB  OBD2  черный
GYS-8jlgyl-4376827725,52,73,76,ACTUAL,MAIN|ADDITIONAL|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Бинокулярная лупа с подсветкой 5x налобная с корректирующими линзами
GYS-pun1uz-4074674320,52,71,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка десертная "Парижские коты" 19 см фарфор 1 шт белый
GYS-pun1uz-4306713357,52,69,70,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Кружка Elan Gallery «Британская утка»  400 мл  2 шт.
GYS-vhijp3-5421463300,52,72,73,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Тарелка керамическая 20 см 1 шт зеленый
jz-43c4a1-4931110117,52,75,75,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,M-VAVE FM-1 портативный FM-синтезатор  32 алгоритма  128 пресетов  6 эффектов  секвенсор  арпеджиатор  Bluetooth MIDI  белый
jz-74no4j-2204203437,52,76,67,ACTUAL,MAIN|ADDITIONAL|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Стельки для обуви ортопедические анатомические  1 шт  размер 44
ZS260824s0qp-1263028260,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка кошка полосатая большая 70 см коричневая
ZS260824s0qp-1263029450,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка котик полосатик  33 см  светло-розовый
ZS260824s0qp-150657930,52,68,68,ACTUAL,MAIN|ADDITIONAL|FILTERABLE|TITLE_LENGTH|FIRST_VIDEO_SIZE|FIRST_VIDEO_LENGTH|AVERAGE_VIDEO_SIZE|VIDEO_COUNT,Мягкая игрушка кошка полосатая 33 см  серая
